OG,Symbol,Model,pvalue,back,fore,fdr
OG0012346,UBAP2,two:one,0.01113,0.24227,0.98951,0.32298472668810285
OG0012357,RMI1,two:one,0.01489,0.37571,2.74715,0.3537141927083333
OG0012365,TLE4,two:one,0.04445,0.00862,0.09813,0.5417416331994644
OG0012386,PABIR1,two:one,0.009571,0.03953,999.0,0.3099863475177305
OG0012410,RANBP6,two:one,0.00232,0.05882,0.19571,0.17744067796610172
OG0012436,DMRTA1,two:one,0.004298,0.41429,1.95222,0.23829262048192767
OG0012446,HABP4,two:one,0.0319,0.20501,1.67526,0.4774419568822554
OG0012507,NAT14,two:one,0.02127,0.05836,0.6249,0.3984342915811088
OG0012523,PNPLA6,two:one,0.01453,0.03516,0.13756,0.3537141927083333
OG0012551,HCN4,two:one,0.001298,0.06042,0.21459,0.13967261904761905
OG0012556,PARP6,two:one,0.009383,0.02472,0.15999,0.3090568430656934
OG0012558,MYO9A,two:one,0.0006631,0.20178,0.48404,0.09974129166666666
OG0012561,LARP6,two:one,0.0001318,0.07605,0.74658,0.03304152777777778
OG0012563,TLE3,two:one,0.005311,0.00993,0.07009,0.25631965240641713
OG0012566,KLHDC1,two:one,0.03596,0.1539,0.65761,0.4985106870229007
OG0012575,KLHL28,two:one,0.005123,0.04447,0.20141,0.2526506830601093
OG0012593,TTYH3,two:one,0.02873,0.03454,0.10525,0.4539322552447553
OG0012607,LMTK2,two:one,0.02276,0.2255,0.46724,0.40999800399201597
OG0012623,DUSP1,two:one,0.02726,0.02501,0.17668,0.44812659380692166
OG0012630,SMIM23,two:one,0.003613,0.32993,999.0,0.22333784246575342
OG0012660,JMJD4,two:one,0.03225,0.14439,0.5936,0.47915625000000006
OG0012697,TSPAN33,two:one,0.03786,0.10821,0.98535,0.5088278931750742
OG0012739,DHX29,two:one,0.01586,0.10011,0.26162,0.36191161616161616
OG0012743,SNX18,two:one,1.021e-10,0.02495,0.36502,1.5357541666666668e-07
OG0012759,NIM1K,two:one,0.0009917,0.07206,0.4345,0.12453246527777778
OG0012775,LIFR,two:one,0.0189,0.19354,0.4209,0.3877707865168539
OG0012778,CPLANE1,two:one,0.03592,0.40064,0.59933,0.4985106870229007
OG0012837,RNF180,two:one,0.03762,0.28715,0.96109,0.5088278931750742
OG0012842,SGTB,two:one,0.02765,0.04594,0.68305,0.44881519784172663
OG0012857,ANKRA2,two:one,0.01602,0.05339,999.0,0.3623571428571429
OG0012862,DOCK11,two:one,0.007449,0.06937,0.22392,0.28246733193277307
OG0012868,SYTL4,two:one,0.001384,0.19545,999.0,0.14523953488372093
OG0012870,XKRX,two:one,0.001889,0.1399,0.61242,0.1612800925925926
OG0012903,OSTN,two:one,0.005559,0.24496,999.0,0.25941089743589746
OG0012919,AHSG,two:one,0.04328,0.62872,1.56765,0.5336092896174863
OG0012932,EPHB3,two:one,0.01073,0.02176,0.10379,0.31764460784313725
OG0012963,TNFSF10,two:one,0.0401,0.52732,2.77579,0.5184849570200573
OG0012974,PHC3,two:one,0.04671,0.08605,0.36575,0.5502632408575031
OG0012989,BCHE,two:one,0.005342,0.20343,1.40389,0.2564444148936171
OG0013017,CHODL,two:one,0.006603,0.06627,999.0,0.2710371590909091
OG0013023,ADAMTS1,two:one,0.01912,0.09346,0.27974,0.3877707865168539
OG0013043,RRP1,two:one,0.03645,0.24614,1.70128,0.5014653201219512
OG0013070,DYRK1A,two:one,0.001324,0.01417,0.28849,0.14057764705882353
OG0013078,MORC3,two:one,0.01587,0.17855,0.86598,0.36191161616161616
OG0013083,CRYZL1,two:one,0.04456,0.13541,0.46899,0.5417416331994644
OG0013093,TIAM1,two:one,1.644e-05,0.07704,0.2212,0.006744136363636364
OG0013125,PDE5A,two:one,0.01739,0.05999,0.17682,0.3781801204819277
OG0013138,FAT4,two:one,0.02617,0.06617,0.10711,0.4422926029962546
OG0013162,ZNF330,two:one,0.01457,0.03332,999.0,0.3537141927083333
OG0013196,TLL1,two:one,0.008507,0.07098,0.41539,0.3041559701492538
OG0013197,CPE,two:one,0.01342,0.0458,0.28534,0.3490704022988506
OG0013204,FSTL5,two:one,8.681e-05,0.08142,0.25211,0.02238457857142857
OG0013230,EXTL3,two:one,0.004299,0.02316,0.18323,0.23829262048192767
OG0013249,MADCAM1,two:one,0.01929,0.28043,2.00808,0.3885987723214286
OG0013279,BTBD2,two:one,0.04847,0.01412,0.06678,0.5509341939546599
OG0013289,GADD45B,two:one,0.03164,0.01901,999.0,0.4774419568822554
OG0013342,ACER1,two:one,0.02104,0.14021,1.21051,0.3984342915811088
OG0013346,KHSRP,two:one,0.01228,0.01517,0.22727,0.3407906441717791
OG0013379,C19orf38,two:one,0.006281,0.3099,2.66014,0.2686541469194313
OG0013394,ZNF653,two:one,0.02459,0.04828,0.26204,0.42812235067437376
OG0013409,SLC6A15,two:one,0.02849,0.26967,1.07721,0.4534783950617284
OG0013415,MYF5,two:one,0.001061,0.08425,0.61233,0.12718125
OG0013430,CHRNA5,two:one,0.003009,0.09677,0.29632,0.2057289772727273
OG0013440,WHAMM,two:one,0.03676,0.3215,0.65167,0.5028018939393939
OG0013526,CTSW,two:one,0.03186,0.43315,999.0,0.4774419568822554
OG0013585,TAF6L,two:one,0.005166,0.04808,0.50434,0.2528951351351351
OG0013595,MTA2,two:one,0.02403,0.01568,0.1716,0.42274999999999996
OG0013596,TUT1,two:one,0.006025,0.22695,0.6448,0.26359975845410627
OG0013601,FEN1,two:one,0.01126,0.03977,0.32105,0.3246693290734824
OG0013613,CD5,two:one,0.04968,0.29656,0.9838,0.5544713763702801
OG0013632,SELENOH,two:one,0.03045,0.10245,0.45281,0.46798001700680275
OG0013697,NIT1,two:one,0.0222,0.18054,1.96022,0.40475757575757576
OG0013751,SIAE,two:one,0.01198,0.33258,1.84568,0.3337021604938271
OG0013782,EFCAB2,two:one,0.0003378,0.19888,3.45008,0.05968649038461539
OG0013789,ASPM,two:one,0.001103,0.3147,0.6322,0.12762275641025642
OG0013790,ZBTB41,two:one,0.01332,0.07727,0.18003,0.3490704022988506
OG0013810,CYB5R1,two:one,0.0353,0.14474,999.0,0.49546267496111973
OG0013813,MYBPH,two:one,0.0001866,0.14797,0.46516,0.0391643023255814
OG0013816,EMP3,two:one,0.006258,0.10102,999.0,0.2686541469194313
OG0013842,KASH5,two:one,0.001431,0.27911,1.57555,0.1484456896551724
OG0013903,CHRNB3,two:one,0.001655,0.10624,0.704,0.15558723958333334
OG0013960,FAT1,two:one,0.001872,0.08246,0.16296,0.1612800925925926
OG0013974,STOX2,two:one,0.01169,0.05271,0.16386,0.330540625
OG0013995,POMGNT1,two:one,0.0432,0.031,0.33946,0.5336092896174863
OG0014037,SCMH1,two:one,0.0007131,0.11684,1.36317,0.1019119921875
OG0014074,CLSPN,two:one,0.0101,0.30801,0.79001,0.3154065743944637
OG0014116,ZCCHC17,two:one,0.04807,0.05387,999.0,0.5502632408575031
OG0014119,SDC3,two:one,0.006508,0.12953,1.10916,0.26942522935779817
OG0014123,OPRD1,two:one,0.02049,0.04085,0.27096,0.3919756355932204
OG0014164,MACO1,two:one,0.02436,0.0168,0.18061,0.4255889748549323
OG0014180,KDM1A,two:one,0.0471,0.02191,0.1621,0.5502632408575031
OG0014208,HTR6,two:one,0.03196,0.10096,0.50887,0.47754801324503315
OG0014223,SPEN,two:one,0.0205,0.17034,0.36017,0.3919756355932204
OG0014233,PRDM2,two:one,0.03703,0.14926,0.26441,0.504827416918429
OG0014251,MASP2,two:one,0.01255,0.22559,0.56753,0.3416607142857143
OG0014252,TARDBP,two:one,0.002758,0.01333,0.19602,0.1930655769230769
OG0014276,GPR153,two:one,0.001808,0.05207,0.36263,0.16069757281553398
OG0014281,DFFB,two:one,0.0497,0.11903,1.09306,0.5544713763702801
OG0014286,TPRG1L,two:one,0.0002311,0.05573,0.51298,0.0443761170212766
OG0014292,SKI,two:one,0.04467,0.03265,0.08917,0.5417416331994644
OG0014299,TMEM240,two:one,0.02691,0.00855,40.30883,0.44661330275229355
OG0014312,SALL2,two:one,0.01195,0.1202,0.32827,0.3337021604938271
OG0014340,HGH1,two:one,0.03519,0.12887,0.6136,0.49496923676012455
OG0014375,FAM91A1,two:one,0.03974,0.06881,0.28392,0.5168627873563219
OG0014409,PKHD1L1,two:one,0.0479,0.22534,0.33644,0.5502632408575031
OG0014416,LRP12,two:one,0.04311,0.05849,0.17564,0.5336092896174863
OG0014420,CTHRC1,two:one,0.0013,0.07441,999.0,0.13967261904761905
OG0014427,ANKRD46,two:one,0.03603,0.01337,0.69234,0.4985106870229007
OG0014449,GEM,two:one,0.005438,0.07827,0.47038,0.25674244791666667
OG0014465,PREX2,two:one,0.000372,0.04542,0.21215,0.06104181818181818
OG0014467,ARFGEF1,two:one,0.02045,0.03481,0.10811,0.3919756355932204
OG0014489,FAM110B,two:one,0.04835,0.02855,0.16851,0.5502632408575031
OG0014518,ZFHX4,two:one,0.008429,0.08232,0.17033,0.3041559701492538
